seg_id	uttr_id	spkr_id	language	split	gender	age	duration	file
104	HRV_SBC_07989		HRV	DEV			5.49	hr_train_07989.wav
105	HRV_SBC_01709		HRV	DEV			7.14	hr_train_01709.wav
106	HRV_SBC_07199		HRV	DEV			8.85	hr_train_07199.wav
107	RUS_SBC_02475		RUS	DEV			3.81	ru_train_02475.wav
108	CZE_SBC_00574		CZE	DEV			10.0	cz_train_00574.wav
109	RUS_SBC_12889		RUS	DEV			10.0	ru_train_12889.wav
110	UKR_SBC_22758		UKR	DEV			4.19	ua_train_22758.wav
111	HRV_SBC_04803		HRV	DEV			5.2	hr_train_04803.wav
112	HRV_SBC_06334		HRV	DEV			6.57	hr_train_06334.wav
113	POL_SBC_01849		POL	DEV			6.48	pl_train_01849.wav
114	CZE_SBC_07335		CZE	DEV			5.84	cz_train_07335.wav
115	CZE_SBC_06838		CZE	DEV			8.28	cz_train_06838.wav
116	CZE_SBC_05836		CZE	DEV			5.73	cz_train_05836.wav
117	POL_SBC_09084		POL	DEV			8.26	pl_train_09084.wav
118	POL_SBC_05557		POL	DEV			7.76	pl_train_05557.wav
119	BUL_SBC_10499		BUL	DEV			6.64	bg_train_10499.wav
120	UKR_SBC_23458		UKR	DEV			4.08	ua_train_23458.wav
121	RUS_SBC_07813		RUS	DEV			3.95	ru_train_07813.wav
122	HRV_SBC_03739		HRV	DEV			10.0	hr_train_03739.wav
123	RUS_SBC_15827		RUS	DEV			3.09	ru_train_15827.wav
124	HRV_SBC_05782		HRV	DEV			4.86	hr_train_05782.wav
125	POL_SBC_01375		POL	DEV			4.95	pl_train_01375.wav
126	BUL_SBC_07117		BUL	DEV			4.69	bg_train_07117.wav
127	BUL_SBC_11765		BUL	DEV			4.51	bg_train_11765.wav
128	CZE_SBC_09299		CZE	DEV			5.23	cz_train_09299.wav
129	HRV_SBC_04549		HRV	DEV			7.8	hr_train_04549.wav
130	HRV_SBC_02438		HRV	DEV			4.83	hr_train_02438.wav
131	RUS_SBC_00203		RUS	DEV			7.56	ru_train_00203.wav
132	RUS_SBC_08492		RUS	DEV			4.98	ru_train_08492.wav
133	RUS_SBC_17459		RUS	DEV			3.82	ru_train_17459.wav
134	UKR_SBC_06176		UKR	DEV			4.64	ua_train_06176.wav
135	HRV_SBC_01775		HRV	DEV			7.53	hr_train_01775.wav
136	RUS_SBC_16360		RUS	DEV			5.61	ru_train_16360.wav
137	HRV_SBC_04789		HRV	DEV			9.54	hr_train_04789.wav
138	POL_SBC_00886		POL	DEV			5.25	pl_train_00886.wav
139	BUL_SBC_04040		BUL	DEV			4.04	bg_train_04040.wav
140	CZE_SBC_04826		CZE	DEV			3.72	cz_train_04826.wav
141	HRV_SBC_03958		HRV	DEV			7.37	hr_train_03958.wav
142	UKR_SBC_10898		UKR	DEV			7.46	ua_train_10898.wav
143	RUS_SBC_13771		RUS	DEV			3.85	ru_train_13771.wav
144	RUS_SBC_19498		RUS	DEV			6.06	ru_train_19498.wav
145	HRV_SBC_03220		HRV	DEV			6.75	hr_train_03220.wav
146	RUS_SBC_10112		RUS	DEV			3.18	ru_train_10112.wav
147	HRV_SBC_00342		HRV	DEV			9.12	hr_train_00342.wav
148	RUS_SBC_18028		RUS	DEV			5.05	ru_train_18028.wav
149	RUS_SBC_19503		RUS	DEV			8.34	ru_train_19503.wav
150	HRV_SBC_03931		HRV	DEV			7.86	hr_train_03931.wav
151	UKR_SBC_19996		UKR	DEV			3.08	ua_train_19996.wav
152	CZE_SBC_10550		CZE	DEV			8.79	cz_train_10550.wav
153	HRV_SBC_02009		HRV	DEV			6.66	hr_train_02009.wav
154	CZE_SBC_00729		CZE	DEV			3.0	cz_train_00729.wav
155	HRV_SBC_05745		HRV	DEV			5.71	hr_train_05745.wav
156	RUS_SBC_08227		RUS	DEV			7.0	ru_train_08227.wav
157	BUL_SBC_13369		BUL	DEV			3.17	bg_train_13369.wav
158	RUS_SBC_10890		RUS	DEV			4.2	ru_train_10890.wav
159	POL_SBC_08947		POL	DEV			4.0325625	pl_train_08947.wav
160	CZE_SBC_07479		CZE	DEV			5.626375	cz_train_07479.wav
161	UKR_SBC_04711		UKR	DEV			3.31	ua_train_04711.wav
162	CZE_SBC_06873		CZE	DEV			5.729	cz_train_06873.wav
163	CZE_SBC_01287		CZE	DEV			8.0	cz_train_01287.wav
164	UKR_SBC_10766		UKR	DEV			3.01	ua_train_10766.wav
165	UKR_SBC_13939		UKR	DEV			4.02	ua_train_13939.wav
166	POL_SBC_00595		POL	DEV			8.34	pl_train_00595.wav
167	RUS_SBC_16144		RUS	DEV			3.44	ru_train_16144.wav
168	BUL_SBC_07700		BUL	DEV			5.25	bg_train_07700.wav
169	RUS_SBC_08362		RUS	DEV			4.41	ru_train_08362.wav
170	HRV_SBC_00326		HRV	DEV			6.1	hr_train_00326.wav
171	UKR_SBC_17872		UKR	DEV			6.85	ua_train_17872.wav
172	UKR_SBC_07278		UKR	DEV			8.42	ua_train_07278.wav
173	CZE_SBC_08370		CZE	DEV			6.66	cz_train_08370.wav
174	POL_SBC_01772		POL	DEV			7.65	pl_train_01772.wav
175	BUL_SBC_04884		BUL	DEV			6.45	bg_train_04884.wav
176	POL_SBC_01889		POL	DEV			7.71	pl_train_01889.wav
177	HRV_SBC_01219		HRV	DEV			7.35	hr_train_01219.wav
178	UKR_SBC_04386		UKR	DEV			3.72	ua_train_04386.wav
179	BUL_SBC_07328		BUL	DEV			6.55	bg_train_07328.wav
180	UKR_SBC_20697		UKR	DEV			3.64	ua_train_20697.wav
181	BUL_SBC_09358		BUL	DEV			3.22	bg_train_09358.wav
182	RUS_SBC_10647		RUS	DEV			5.91	ru_train_10647.wav
183	POL_SBC_01668		POL	DEV			4.65	pl_train_01668.wav
184	RUS_SBC_07495		RUS	DEV			6.55	ru_train_07495.wav
185	CZE_SBC_08902		CZE	DEV			4.14	cz_train_08902.wav
186	BUL_SBC_13998		BUL	DEV			5.39	bg_train_13998.wav
187	RUS_SBC_10527		RUS	DEV			4.56	ru_train_10527.wav
188	RUS_SBC_05315		RUS	DEV			4.18	ru_train_05315.wav
189	POL_SBC_02107		POL	DEV			7.11	pl_train_02107.wav
190	HRV_SBC_06861		HRV	DEV			6.14	hr_train_06861.wav
191	UKR_SBC_21907		UKR	DEV			4.18	ua_train_21907.wav
192	CZE_SBC_04674		CZE	DEV			9.12	cz_train_04674.wav
193	HRV_SBC_07799		HRV	DEV			7.33325	hr_train_07799.wav
194	RUS_SBC_16241		RUS	DEV			3.65	ru_train_16241.wav
195	CZE_SBC_10974		CZE	DEV			3.45	cz_train_10974.wav
196	HRV_SBC_00669		HRV	DEV			7.38	hr_train_00669.wav
197	CZE_SBC_10204		CZE	DEV			5.0	cz_train_10204.wav
198	BUL_SBC_12034		BUL	DEV			3.93	bg_train_12034.wav
199	POL_SBC_04520		POL	DEV			4.54	pl_train_04520.wav
200	HRV_SBC_04065		HRV	DEV			4.6	hr_train_04065.wav
201	POL_SBC_03374		POL	DEV			7.89	pl_train_03374.wav
202	UKR_SBC_17476		UKR	DEV			4.33	ua_train_17476.wav
203	HRV_SBC_01923		HRV	DEV			8.43	hr_train_01923.wav
204	RUS_SBC_16463		RUS	DEV			3.02	ru_train_16463.wav
205	BUL_SBC_08546		BUL	DEV			5.26	bg_train_08546.wav
206	RUS_SBC_11134		RUS	DEV			3.01	ru_train_11134.wav
207	HRV_SBC_00861		HRV	DEV			7.25	hr_train_00861.wav
208	HRV_SBC_06350		HRV	DEV			5.77	hr_train_06350.wav
209	RUS_SBC_15739		RUS	DEV			3.42	ru_train_15739.wav
210	BUL_SBC_08088		BUL	DEV			5.57	bg_train_08088.wav
211	POL_SBC_07007		POL	DEV			6.62	pl_train_07007.wav
212	CZE_SBC_05959		CZE	DEV			8.46	cz_train_05959.wav
213	UKR_SBC_11079		UKR	DEV			3.45	ua_train_11079.wav
214	CZE_SBC_05149		CZE	DEV			4.521	cz_train_05149.wav
215	POL_SBC_06020		POL	DEV			7.98	pl_train_06020.wav
216	CZE_SBC_00268		CZE	DEV			4.44	cz_train_00268.wav
217	BUL_SBC_09003		BUL	DEV			4.35	bg_train_09003.wav
218	UKR_SBC_02429		UKR	DEV			3.1	ua_train_02429.wav
219	POL_SBC_02554		POL	DEV			7.5	pl_train_02554.wav
220	BUL_SBC_12814		BUL	DEV			4.21	bg_train_12814.wav
221	HRV_SBC_10054		HRV	DEV			10.0	hr_train_10054.wav
222	CZE_SBC_06621		CZE	DEV			6.18	cz_train_06621.wav
223	CZE_SBC_05031		CZE	DEV			8.94	cz_train_05031.wav
224	CZE_SBC_07398		CZE	DEV			10.0	cz_train_07398.wav
225	POL_SBC_06806		POL	DEV			8.35	pl_train_06806.wav
226	UKR_SBC_15371		UKR	DEV			3.5	ua_train_15371.wav
227	POL_SBC_05244		POL	DEV			8.89	pl_train_05244.wav
228	UKR_SBC_06996		UKR	DEV			4.2	ua_train_06996.wav
229	POL_SBC_04744		POL	DEV			8.97	pl_train_04744.wav
230	CZE_SBC_05360		CZE	DEV			6.03	cz_train_05360.wav
231	HRV_SBC_09659		HRV	DEV			5.21	hr_train_09659.wav
232	POL_SBC_01941		POL	DEV			9.54	pl_train_01941.wav
233	UKR_SBC_16396		UKR	DEV			3.64	ua_train_16396.wav
234	UKR_SBC_00527		UKR	DEV			5.01	ua_train_00527.wav
235	HRV_SBC_04260		HRV	DEV			4.72	hr_train_04260.wav
236	POL_SBC_06978		POL	DEV			4.5	pl_train_06978.wav
237	UKR_SBC_09527		UKR	DEV			3.27	ua_train_09527.wav
238	BUL_SBC_07754		BUL	DEV			3.38	bg_train_07754.wav
239	UKR_SBC_09322		UKR	DEV			4.84	ua_train_09322.wav
240	BUL_SBC_02424		BUL	DEV			6.5	bg_train_02424.wav
241	UKR_SBC_20202		UKR	DEV			3.16	ua_train_20202.wav
242	CZE_SBC_04034		CZE	DEV			4.26	cz_train_04034.wav
243	BUL_SBC_08561		BUL	DEV			3.59	bg_train_08561.wav
244	BUL_SBC_10617		BUL	DEV			4.4	bg_train_10617.wav
245	BUL_SBC_15310		BUL	DEV			3.04	bg_train_15310.wav
246	CZE_SBC_08298		CZE	DEV			7.05	cz_train_08298.wav
247	RUS_SBC_06252		RUS	DEV			7.8	ru_train_06252.wav
248	POL_SBC_03208		POL	DEV			7.29	pl_train_03208.wav
249	HRV_SBC_10019		HRV	DEV			6.75	hr_train_10019.wav
250	UKR_SBC_05133		UKR	DEV			6.87	ua_train_05133.wav
251	BUL_SBC_16292		BUL	DEV			4.3	bg_train_16292.wav
252	CZE_SBC_09184		CZE	DEV			4.98	cz_train_09184.wav
253	CZE_SBC_08426		CZE	DEV			6.8540625	cz_train_08426.wav
254	UKR_SBC_02768		UKR	DEV			4.2	ua_train_02768.wav
255	BUL_SBC_14077		BUL	DEV			3.37	bg_train_14077.wav
256	UKR_SBC_02871		UKR	DEV			3.01	ua_train_02871.wav
257	POL_SBC_05879		POL	DEV			8.25	pl_train_05879.wav
258	RUS_SBC_04500		RUS	DEV			3.72	ru_train_04500.wav
259	CZE_SBC_08145		CZE	DEV			10.0	cz_train_08145.wav
260	POL_SBC_07847		POL	DEV			5.07	pl_train_07847.wav
261	POL_SBC_06453		POL	DEV			5.64	pl_train_06453.wav
262	HRV_SBC_08254		HRV	DEV			7.05	hr_train_08254.wav
263	RUS_SBC_06177		RUS	DEV			5.29	ru_train_06177.wav
264	BUL_SBC_10857		BUL	DEV			3.3	bg_train_10857.wav
265	POL_SBC_09172		POL	DEV			8.16	pl_train_09172.wav
266	RUS_SBC_05616		RUS	DEV			4.52	ru_train_05616.wav
267	RUS_SBC_16207		RUS	DEV			5.01	ru_train_16207.wav
268	HRV_SBC_00187		HRV	DEV			7.05	hr_train_00187.wav
269	UKR_SBC_07937		UKR	DEV			3.39	ua_train_07937.wav
270	HRV_SBC_06573		HRV	DEV			7.68	hr_train_06573.wav
271	BUL_SBC_02427		BUL	DEV			4.36	bg_train_02427.wav
272	UKR_SBC_02465		UKR	DEV			3.31	ua_train_02465.wav
273	POL_SBC_07568		POL	DEV			4.95	pl_train_07568.wav
274	RUS_SBC_05855		RUS	DEV			3.62	ru_train_05855.wav
275	BUL_SBC_00232		BUL	DEV			5.18	bg_train_00232.wav
276	BUL_SBC_09926		BUL	DEV			3.62	bg_train_09926.wav
277	UKR_SBC_19071		UKR	DEV			7.85	ua_train_19071.wav
278	UKR_SBC_09238		UKR	DEV			4.61	ua_train_09238.wav
279	CZE_SBC_10248		CZE	DEV			6.15	cz_train_10248.wav
280	UKR_SBC_02199		UKR	DEV			3.46	ua_train_02199.wav
281	BUL_SBC_05221		BUL	DEV			5.96	bg_train_05221.wav
282	BUL_SBC_12449		BUL	DEV			5.45	bg_train_12449.wav
283	BUL_SBC_08885		BUL	DEV			5.78	bg_train_08885.wav
284	POL_SBC_00523		POL	DEV			7.95	pl_train_00523.wav
285	RUS_SBC_10552		RUS	DEV			5.21	ru_train_10552.wav
286	CZE_SBC_02130		CZE	DEV			5.61	cz_train_02130.wav
287	POL_SBC_05791		POL	DEV			7.59	pl_train_05791.wav
288	HRV_SBC_04862		HRV	DEV			10.0	hr_train_04862.wav
289	BUL_SBC_12610		BUL	DEV			4.5	bg_train_12610.wav
290	POL_SBC_03654		POL	DEV			9.61	pl_train_03654.wav
291	POL_SBC_05234		POL	DEV			6.45	pl_train_05234.wav
292	POL_SBC_03181		POL	DEV			7.38	pl_train_03181.wav
293	POL_SBC_06287		POL	DEV			7.5	pl_train_06287.wav
294	UKR_SBC_10518		UKR	DEV			4.58	ua_train_10518.wav
295	BUL_SBC_16230		BUL	DEV			4.07	bg_train_16230.wav
296	RUS_SBC_10167		RUS	DEV			4.31	ru_train_10167.wav
297	RUS_SBC_04124		RUS	DEV			5.85	ru_train_04124.wav
298	POL_SBC_02617		POL	DEV			6.03	pl_train_02617.wav
299	HRV_SBC_00483		HRV	DEV			4.999375	hr_train_00483.wav
300	RUS_SBC_17366		RUS	DEV			7.53	ru_train_17366.wav
301	CZE_SBC_04377		CZE	DEV			6.81	cz_train_04377.wav
302	UKR_SBC_12810		UKR	DEV			3.23	ua_train_12810.wav
303	BUL_SBC_14461		BUL	DEV			4.34	bg_train_14461.wav
304	UKR_SBC_02796		UKR	DEV			3.38	ua_train_02796.wav
305	HRV_SBC_09209		HRV	DEV			5.55	hr_train_09209.wav
306	HRV_SBC_03172		HRV	DEV			9.24	hr_train_03172.wav
307	POL_SBC_08126		POL	DEV			9.17	pl_train_08126.wav
308	CZE_SBC_10307		CZE	DEV			6.81	cz_train_10307.wav
309	RUS_SBC_07255		RUS	DEV			3.87	ru_train_07255.wav
310	UKR_SBC_11252		UKR	DEV			5.61	ua_train_11252.wav
311	HRV_SBC_09878		HRV	DEV			7.86	hr_train_09878.wav
312	HRV_SBC_00534		HRV	DEV			6.84	hr_train_00534.wav
313	RUS_SBC_07709		RUS	DEV			3.72	ru_train_07709.wav
314	BUL_SBC_17913		BUL	DEV			3.78	bg_train_17913.wav
315	HRV_SBC_08247		HRV	DEV			7.16	hr_train_08247.wav
316	CZE_SBC_08041		CZE	DEV			4.44	cz_train_08041.wav
317	UKR_SBC_19892		UKR	DEV			5.63	ua_train_19892.wav
318	POL_SBC_02842		POL	DEV			7.73	pl_train_02842.wav
319	BUL_SBC_03513		BUL	DEV			4.92	bg_train_03513.wav
320	BUL_SBC_02784		BUL	DEV			5.69	bg_train_02784.wav
321	RUS_SBC_07436		RUS	DEV			5.79	ru_train_07436.wav
322	POL_SBC_03566		POL	DEV			7.95	pl_train_03566.wav
323	CZE_SBC_07091		CZE	DEV			5.13	cz_train_07091.wav
324	HRV_SBC_05932		HRV	DEV			6.45	hr_train_05932.wav
325	POL_SBC_07511		POL	DEV			7.02	pl_train_07511.wav
326	POL_SBC_09121		POL	DEV			6.49	pl_train_09121.wav
327	BUL_SBC_11470		BUL	DEV			5.18	bg_train_11470.wav
328	RUS_SBC_04795		RUS	DEV			3.89	ru_train_04795.wav
329	CZE_SBC_09516		CZE	DEV			7.35	cz_train_09516.wav
330	POL_SBC_06211		POL	DEV			7.88	pl_train_06211.wav
331	CZE_SBC_01001		CZE	DEV			3.831	cz_train_01001.wav
332	UKR_SBC_13527		UKR	DEV			4.06	ua_train_13527.wav
333	RUS_SBC_19517		RUS	DEV			9.06	ru_train_19517.wav
334	BUL_SBC_13902		BUL	DEV			3.4	bg_train_13902.wav
335	HRV_SBC_00362		HRV	DEV			5.19	hr_train_00362.wav
336	BUL_SBC_01026		BUL	DEV			3.27	bg_train_01026.wav
337	POL_SBC_08737		POL	DEV			5.19	pl_train_08737.wav
338	UKR_SBC_01282		UKR	DEV			3.32	ua_train_01282.wav
339	BUL_SBC_15145		BUL	DEV			5.27	bg_train_15145.wav
340	HRV_SBC_06207		HRV	DEV			5.91	hr_train_06207.wav
341	UKR_SBC_02647		UKR	DEV			3.35	ua_train_02647.wav
342	BUL_SBC_10853		BUL	DEV			3.36	bg_train_10853.wav
343	POL_SBC_01338		POL	DEV			6.69	pl_train_01338.wav
344	CZE_SBC_05869		CZE	DEV			4.77	cz_train_05869.wav
345	HRV_SBC_04383		HRV	DEV			8.89	hr_train_04383.wav
346	CZE_SBC_05222		CZE	DEV			4.74	cz_train_05222.wav
347	UKR_SBC_22759		UKR	DEV			3.03	ua_train_22759.wav
348	HRV_SBC_02123		HRV	DEV			6.36	hr_train_02123.wav
349	BUL_SBC_04838		BUL	DEV			6.54	bg_train_04838.wav
350	BUL_SBC_01034		BUL	DEV			6.02	bg_train_01034.wav
351	UKR_SBC_04821		UKR	DEV			8.48	ua_train_04821.wav
352	CZE_SBC_09114		CZE	DEV			6.87	cz_train_09114.wav
353	BUL_SBC_09454		BUL	DEV			4.97	bg_train_09454.wav
354	CZE_SBC_10034		CZE	DEV			5.24	cz_train_10034.wav
355	CZE_SBC_09437		CZE	DEV			3.9	cz_train_09437.wav
356	BUL_SBC_06833		BUL	DEV			4.75	bg_train_06833.wav
357	HRV_SBC_04102		HRV	DEV			4.34	hr_train_04102.wav
358	RUS_SBC_00665		RUS	DEV			3.54	ru_train_00665.wav
359	HRV_SBC_09816		HRV	DEV			7.77	hr_train_09816.wav
360	HRV_SBC_06109		HRV	DEV			6.69	hr_train_06109.wav
361	POL_SBC_09640		POL	DEV			6.84	pl_train_09640.wav
362	UKR_SBC_07056		UKR	DEV			4.44	ua_train_07056.wav
363	CZE_SBC_06925		CZE	DEV			8.97	cz_train_06925.wav
364	HRV_SBC_09880		HRV	DEV			7.68	hr_train_09880.wav
365	POL_SBC_05414		POL	DEV			8.04	pl_train_05414.wav
366	UKR_SBC_18344		UKR	DEV			5.4	ua_train_18344.wav
367	CZE_SBC_04106		CZE	DEV			4.62	cz_train_04106.wav
368	RUS_SBC_06380		RUS	DEV			4.4	ru_train_06380.wav
369	UKR_SBC_19608		UKR	DEV			3.46	ua_train_19608.wav
370	BUL_SBC_15597		BUL	DEV			4.49	bg_train_15597.wav
371	UKR_SBC_14781		UKR	DEV			3.06	ua_train_14781.wav
372	UKR_SBC_05880		UKR	DEV			3.8	ua_train_05880.wav
373	CZE_SBC_08962		CZE	DEV			4.5	cz_train_08962.wav
374	BUL_SBC_00433		BUL	DEV			4.69	bg_train_00433.wav
375	RUS_SBC_16989		RUS	DEV			7.32	ru_train_16989.wav
376	BUL_SBC_07728		BUL	DEV			5.12	bg_train_07728.wav
377	BUL_SBC_02177		BUL	DEV			5.27	bg_train_02177.wav
378	RUS_SBC_07344		RUS	DEV			3.53	ru_train_07344.wav
379	RUS_SBC_11989		RUS	DEV			3.31	ru_train_11989.wav
380	CZE_SBC_06129		CZE	DEV			5.97	cz_train_06129.wav
381	RUS_SBC_16363		RUS	DEV			3.86	ru_train_16363.wav
382	RUS_SBC_00942		RUS	DEV			3.36	ru_train_00942.wav
383	HRV_SBC_08218		HRV	DEV			6.03	hr_train_08218.wav
384	BUL_SBC_01362		BUL	DEV			5.8	bg_train_01362.wav
385	POL_SBC_09259		POL	DEV			4.71	pl_train_09259.wav
386	POL_SBC_07269		POL	DEV			5.91	pl_train_07269.wav
387	CZE_SBC_05850		CZE	DEV			6.54	cz_train_05850.wav
388	HRV_SBC_00312		HRV	DEV			5.98	hr_train_00312.wav
