uttr_id	spkr_id	language	split	gender	age	duration	file
RUS100_70	RUS100	RUS	TRA	female	24	3.995125	Russian/wav/100/RU100_70.wav
UKR079_74	UKR079	UKR	TRA	male	51	5.75	Ukrainian/wav/079/UA079_74.wav
RUS012_19	RUS012	RUS	TRA	female	26	10.242625	Russian/wav/012/RU012_19.wav
HRV003_38	HRV003	HRV	TRA	male	65	12.9600625	Croatian/wav/003/CR003_38.wav
POL091_1	POL091	POL	TRA		23	7.75	Polish/wav/091/PL091_1.wav
HRV001_10	HRV001	HRV	TRA	male	27	4.6300625	Croatian/wav/001/CR001_10.wav
CZE049_86	CZE049	CZE	TRA	male	22	12.0614375	Czech/wav/049/CZ049_86.wav
HRV016_29	HRV016	HRV	TRA	male	37	13.7600625	Croatian/wav/016/CR016_29.wav
POL081_55	POL081	POL	TRA		43	6.625	Polish/wav/081/PL081_55.wav
CZE081_12	CZE081	CZE	TRA	male	48	12.998875	Czech/wav/081/CZ081_12.wav
HRV083_127	HRV083	HRV	TRA	female	19	4.5200625	Croatian/wav/083/CR083_127.wav
UKR119_12	UKR119	UKR	TRA	female	47	5.0625	Ukrainian/wav/119/UA119_12.wav
CZE074_47	CZE074	CZE	TRA	male	23	6.187	Czech/wav/074/CZ074_47.wav
RUS054_25	RUS054	RUS	TRA	female	52	15.186625	Russian/wav/054/RU054_25.wav
CZE041_82	CZE041	CZE	TRA	female	18	4.374625	Czech/wav/041/CZ041_82.wav
CZE051_132	CZE051	CZE	TRA	male	25	14.9361875	Czech/wav/051/CZ051_132.wav
RUS064_29	RUS064	RUS	TRA	female	30	8.765125	Russian/wav/064/RU064_29.wav
HRV002_55	HRV002	HRV	TRA	female	18	13.6800625	Croatian/wav/002/CR002_55.wav
POL055_43	POL055	POL	TRA		43	10.9375	Polish/wav/055/PL055_43.wav
HRV089_16	HRV089	HRV	TRA	female	16	17.5100625	Croatian/wav/089/CR089_16.wav
POL024_30	POL024	POL	TRA	female	36	5.875	Polish/wav/024/PL024_30.wav
CZE042_107	CZE042	CZE	TRA	female	22	15.9985625	Czech/wav/042/CZ042_107.wav
BUL105_53	BUL105	BUL	TRA	male	35	13.9375	Bulgarian/wav/105/BG105_53.wav
CZE062_20	CZE062	CZE	TRA	male	20	3.9996875	Czech/wav/062/CZ062_20.wav
RUS012_121	RUS012	RUS	TRA	female	26	6.715125	Russian/wav/012/RU012_121.wav
RUS117_125	RUS117	RUS	TRA	female	16	3.2000625	Russian/wav/117/RU117_125.wav
BUL035_53	BUL035	BUL	TRA	male	56	11.5	Bulgarian/wav/035/BG035_53.wav
HRV008_15	HRV008	HRV	TRA	male	19	9.0600625	Croatian/wav/008/CR008_15.wav
RUS117_122	RUS117	RUS	TRA	female	16	3.4750625	Russian/wav/117/RU117_122.wav
HRV072_9	HRV072	HRV	TRA	female	40	6.7300625	Croatian/wav/072/CR072_9.wav
BUL048_24	BUL048	BUL	TRA	female	45	7.5625	Bulgarian/wav/048/BG048_24.wav
BUL073_25	BUL073	BUL	TRA	female	18	9.8125	Bulgarian/wav/073/BG073_25.wav
POL092_36	POL092	POL	TRA		49	6.0	Polish/wav/092/PL092_36.wav
CZE076_101	CZE076	CZE	TRA	male	25	5.1245625	Czech/wav/076/CZ076_101.wav
POL015_55	POL015	POL	TRA	male	49	14.875	Polish/wav/015/PL015_55.wav
CZE078_21	CZE078	CZE	TRA	male	20	3.8121875	Czech/wav/078/CZ078_21.wav
HRV059_44	HRV059	HRV	TRA	female	19	9.6500625	Croatian/wav/059/CR059_44.wav
UKR062_24	UKR062	UKR	TRA	male	15	3.9375	Ukrainian/wav/062/UA062_24.wav
RUS072_19	RUS072	RUS	TRA	female	49	9.115125	Russian/wav/072/RU072_19.wav
RUS096_58	RUS096	RUS	TRA	female	25	11.624125	Russian/wav/096/RU096_58.wav
RUS086_105	RUS086	RUS	TRA	male	21	12.515125	Russian/wav/086/RU086_105.wav
UKR077_47	UKR077	UKR	TRA	female	36	3.75	Ukrainian/wav/077/UA077_47.wav
UKR028_53	UKR028	UKR	TRA	male	42	3.9375	Ukrainian/wav/028/UA028_53.wav
POL069_105	POL069	POL	TRA		23	4.125	Polish/wav/069/PL069_105.wav
RUS084_17	RUS084	RUS	TRA	male	27	9.429125	Russian/wav/084/RU084_17.wav
HRV083_115	HRV083	HRV	TRA	female	19	14.9300625	Croatian/wav/083/CR083_115.wav
HRV022_23	HRV022	HRV	TRA	female	28	15.1000625	Croatian/wav/022/CR022_23.wav
RUS029_7	RUS029	RUS	TRA	male	21	5.685125	Russian/wav/029/RU029_7.wav
BUL056_45	BUL056	BUL	TRA	female	24	14.3125	Bulgarian/wav/056/BG056_45.wav
POL061_37	POL061	POL	TRA		42	4.5625	Polish/wav/061/PL061_37.wav
BUL025_81	BUL025	BUL	TRA	female	26	3.4375	Bulgarian/wav/025/BG025_81.wav
BUL089_3	BUL089	BUL	TRA	female	20	6.0	Bulgarian/wav/089/BG089_3.wav
UKR041_4	UKR041	UKR	TRA	male	24	3.0625	Ukrainian/wav/041/UA041_4.wav
HRV075_55	HRV075	HRV	TRA	female	21	7.5700625	Croatian/wav/075/CR075_55.wav
HRV071_1	HRV071	HRV	TRA	female	31	12.0000625	Croatian/wav/071/CR071_1.wav
CZE011_43	CZE011	CZE	TRA	female	47	6.4369375	Czech/wav/011/CZ011_43.wav
CZE062_90	CZE062	CZE	TRA	male	20	9.4366875	Czech/wav/062/CZ062_90.wav
CZE034_27	CZE034	CZE	TRA	female	21	6.4369375	Czech/wav/034/CZ034_27.wav
CZE004_76	CZE004	CZE	TRA	female	58	21.3730625	Czech/wav/004/CZ004_76.wav
HRV086_9	HRV086	HRV	TRA	female	16	10.3000625	Croatian/wav/086/CR086_9.wav
CZE031_127	CZE031	CZE	TRA	male	21	18.123375	Czech/wav/031/CZ031_127.wav
HRV074_4	HRV074	HRV	TRA	female	24	35.9600625	Croatian/wav/074/CR074_4.wav
BUL091_14	BUL091	BUL	TRA	male	51	7.0	Bulgarian/wav/091/BG091_14.wav
UKR052_6	UKR052	UKR	TRA	female	63	4.3125	Ukrainian/wav/052/UA052_6.wav
BUL041_8	BUL041	BUL	TRA	male	24	13.25	Bulgarian/wav/041/BG041_8.wav
CZE066_49	CZE066	CZE	TRA	female	20	11.7489375	Czech/wav/066/CZ066_49.wav
RUS089_58	RUS089	RUS	TRA	male	21	6.335125	Russian/wav/089/RU089_58.wav
UKR033_12	UKR033	UKR	TRA	male	22	3.125	Ukrainian/wav/033/UA033_12.wav
POL066_75	POL066	POL	TRA		42	6.4375	Polish/wav/066/PL066_75.wav
CZE067_19	CZE067	CZE	TRA	male	21	7.186875	Czech/wav/067/CZ067_19.wav
RUS048_65	RUS048	RUS	TRA	male	19	7.449125	Russian/wav/048/RU048_65.wav
RUS068_45	RUS068	RUS	TRA	male	25	12.975125	Russian/wav/068/RU068_45.wav
BUL080_87	BUL080	BUL	TRA	male	25	14.5625	Bulgarian/wav/080/BG080_87.wav
HRV003_98	HRV003	HRV	TRA	male	65	7.7100625	Croatian/wav/003/CR003_98.wav
BUL078_77	BUL078	BUL	TRA	male	23	8.875	Bulgarian/wav/078/BG078_77.wav
CZE004_42	CZE004	CZE	TRA	female	58	14.43625	Czech/wav/004/CZ004_42.wav
UKR011_38	UKR011	UKR	TRA	male	47	4.125	Ukrainian/wav/011/UA011_38.wav
POL093_91	POL093	POL	TRA		42	10.375	Polish/wav/093/PL093_91.wav
UKR110_32	UKR110	UKR	TRA	female	24	3.9375	Ukrainian/wav/110/UA110_32.wav
POL020_75	POL020	POL	TRA	male	25	5.625	Polish/wav/020/PL020_75.wav
POL080_73	POL080	POL	TRA		22	18.75	Polish/wav/080/PL080_73.wav
UKR109_78	UKR109	UKR	TRA	female	21	3.0	Ukrainian/wav/109/UA109_78.wav
RUS016_75	RUS016	RUS	TRA	female	49	6.729125	Russian/wav/016/RU016_75.wav
UKR078_7	UKR078	UKR	TRA	female	32	4.3125	Ukrainian/wav/078/UA078_7.wav
UKR098_167	UKR098	UKR	TRA	female	23	3.875	Ukrainian/wav/098/UA098_167.wav
BUL082_34	BUL082	BUL	TRA	male	22	12.0625	Bulgarian/wav/082/BG082_34.wav
CZE045_140	CZE045	CZE	TRA	male	23	13.3738125	Czech/wav/045/CZ045_140.wav
UKR071_34	UKR071	UKR	TRA	male	44	3.875	Ukrainian/wav/071/UA071_34.wav
RUS049_48	RUS049	RUS	TRA	male	20	7.315125	Russian/wav/049/RU049_48.wav
HRV003_8	HRV003	HRV	TRA	male	65	17.7500625	Croatian/wav/003/CR003_8.wav
BUL067_14	BUL067	BUL	TRA	female	61	7.25	Bulgarian/wav/067/BG067_14.wav
BUL035_41	BUL035	BUL	TRA	male	56	16.3125	Bulgarian/wav/035/BG035_41.wav
CZE033_40	CZE033	CZE	TRA	male	18	3.4996875	Czech/wav/033/CZ033_40.wav
BUL072_94	BUL072	BUL	TRA	male	20	11.8125	Bulgarian/wav/072/BG072_94.wav
RUS053_29	RUS053	RUS	TRA	female	49	7.785125	Russian/wav/053/RU053_29.wav
UKR031_17	UKR031	UKR	TRA	male	24	3.4375	Ukrainian/wav/031/UA031_17.wav
BUL052_56	BUL052	BUL	TRA	female	45	11.0625	Bulgarian/wav/052/BG052_56.wav
HRV001_76	HRV001	HRV	TRA	male	27	10.8000625	Croatian/wav/001/CR001_76.wav
HRV077_15	HRV077	HRV	TRA	female	38	4.1400625	Croatian/wav/077/CR077_15.wav
HRV084_7	HRV084	HRV	TRA	female	45	11.5300625	Croatian/wav/084/CR084_7.wav
RUS030_43	RUS030	RUS	TRA	male	21	14.115125	Russian/wav/030/RU030_43.wav
HRV019_2	HRV019	HRV	TRA	male	47	9.6300625	Croatian/wav/019/CR019_2.wav
CZE017_107	CZE017	CZE	TRA	female	46	16.4985625	Czech/wav/017/CZ017_107.wav
HRV004_29	HRV004	HRV	TRA	male	43	10.5800625	Croatian/wav/004/CR004_29.wav
UKR073_70	UKR073	UKR	TRA	male	26	5.4375	Ukrainian/wav/073/UA073_70.wav
UKR048_60	UKR048	UKR	TRA	female	48	4.625	Ukrainian/wav/048/UA048_60.wav
BUL045_17	BUL045	BUL	TRA	female	21	10.875	Bulgarian/wav/045/BG045_17.wav
BUL083_45	BUL083	BUL	TRA	female	22	4.4375	Bulgarian/wav/083/BG083_45.wav
POL007_18	POL007	POL	TRA	male	42	6.25	Polish/wav/007/PL007_18.wav
UKR086_41	UKR086	UKR	TRA	female	65	6.0	Ukrainian/wav/086/UA086_41.wav
POL082_67	POL082	POL	TRA		36	3.25	Polish/wav/082/PL082_67.wav
BUL018_68	BUL018	BUL	TRA	female	23	6.5625	Bulgarian/wav/018/BG018_68.wav
RUS090_62	RUS090	RUS	TRA	male	27	6.225125	Russian/wav/090/RU090_62.wav
UKR042_41	UKR042	UKR	TRA	female	25	4.625	Ukrainian/wav/042/UA042_41.wav
RUS058_68	RUS058	RUS	TRA	male	48	9.705125	Russian/wav/058/RU058_68.wav
CZE003_42	CZE003	CZE	TRA	female	26	6.187	Czech/wav/003/CZ003_42.wav
UKR048_94	UKR048	UKR	TRA	female	48	4.125	Ukrainian/wav/048/UA048_94.wav
HRV027_19	HRV027	HRV	TRA	male	24	14.6800625	Croatian/wav/027/CR027_19.wav
RUS040_28	RUS040	RUS	TRA	female	25	16.169125	Russian/wav/040/RU040_28.wav
HRV010_67	HRV010	HRV	TRA	male	25	11.8800625	Croatian/wav/010/CR010_67.wav
BUL069_9	BUL069	BUL	TRA	female	40	6.125	Bulgarian/wav/069/BG069_9.wav
HRV003_85	HRV003	HRV	TRA	male	65	8.5700625	Croatian/wav/003/CR003_85.wav
BUL077_35	BUL077	BUL	TRA	male	23	5.0	Bulgarian/wav/077/BG077_35.wav
UKR072_68	UKR072	UKR	TRA	female	32	3.875	Ukrainian/wav/072/UA072_68.wav
BUL060_64	BUL060	BUL	TRA	male	23	8.0	Bulgarian/wav/060/BG060_64.wav
HRV003_117	HRV003	HRV	TRA	male	65	18.6400625	Croatian/wav/003/CR003_117.wav
BUL083_109	BUL083	BUL	TRA	female	22	9.1875	Bulgarian/wav/083/BG083_109.wav
POL073_85	POL073	POL	TRA		42	6.4375	Polish/wav/073/PL073_85.wav
CZE024_124	CZE024	CZE	TRA	female	20	16.7485	Czech/wav/024/CZ024_124.wav
UKR026_91	UKR026	UKR	TRA	female	38	3.0625	Ukrainian/wav/026/UA026_91.wav
RUS100_25	RUS100	RUS	TRA	female	24	3.095125	Russian/wav/100/RU100_25.wav
POL080_65	POL080	POL	TRA		22	19.625	Polish/wav/080/PL080_65.wav
POL021_41	POL021	POL	TRA	male	44	10.5	Polish/wav/021/PL021_41.wav
RUS079_5	RUS079	RUS	TRA	female	33	7.825125	Russian/wav/079/RU079_5.wav
HRV080_28	HRV080	HRV	TRA	female	43	8.6400625	Croatian/wav/080/CR080_28.wav
POL066_63	POL066	POL	TRA		42	11.3125	Polish/wav/066/PL066_63.wav
UKR104_116	UKR104	UKR	TRA	male	29	3.375	Ukrainian/wav/104/UA104_116.wav
HRV090_19	HRV090	HRV	TRA	female	21	15.5600625	Croatian/wav/090/CR090_19.wav
BUL104_78	BUL104	BUL	TRA	female	18	7.75	Bulgarian/wav/104/BG104_78.wav
CZE049_57	CZE049	CZE	TRA	male	22	13.6238125	Czech/wav/049/CZ049_57.wav
POL088_36	POL088	POL	TRA		40	17.3125	Polish/wav/088/PL088_36.wav
BUL041_101	BUL041	BUL	TRA	male	24	11.9375	Bulgarian/wav/041/BG041_101.wav
POL047_50	POL047	POL	TRA		53	10.625	Polish/wav/047/PL047_50.wav
BUL018_10	BUL018	BUL	TRA	female	23	6.1875	Bulgarian/wav/018/BG018_10.wav
BUL054_118	BUL054	BUL	TRA	female	55	12.375	Bulgarian/wav/054/BG054_118.wav
RUS041_8	RUS041	RUS	TRA	female	47	6.555125	Russian/wav/041/RU041_8.wav
HRV008_12	HRV008	HRV	TRA	male	19	10.3700625	Croatian/wav/008/CR008_12.wav
UKR001_24	UKR001	UKR	TRA	male	24	3.75	Ukrainian/wav/001/UA001_24.wav
UKR094_83	UKR094	UKR	TRA	male	43	3.125	Ukrainian/wav/094/UA094_83.wav
BUL104_35	BUL104	BUL	TRA	female	18	6.8125	Bulgarian/wav/104/BG104_35.wav
