seg_id	uttr_id	spkr_id	language	split	gender	age	duration	file
HRV002_48_1	HRV002_48	HRV002	HRV	TRA	female	18	20.1900625	Croatian/wav/002/CR002_48.wav
CZE008_131_3	CZE008_131	CZE008	CZE	TRA	male	27	19.87325	Czech/wav/008/CZ008_131.wav
CZE045_118_3	CZE045_118	CZE045	CZE	TRA	male	23	12.686375	Czech/wav/045/CZ045_118.wav
RUS060_82_1	RUS060_82	RUS060	RUS	TRA	male	23	7.275125	Russian/wav/060/RU060_82.wav
HRV071_40_2	HRV071_40	HRV071	HRV	TRA	female	31	14.3700625	Croatian/wav/071/CR071_40.wav
POL086_93_1	POL086_93	POL086	POL	TRA		53	8.0	Polish/wav/086/PL086_93.wav
HRV010_61_3	HRV010_61	HRV010	HRV	TRA	male	25	23.8700625	Croatian/wav/010/CR010_61.wav
POL081_30_3	POL081_30	POL081	POL	TRA		43	9.1875	Polish/wav/081/PL081_30.wav
BUL088_19_2	BUL088_19	BUL088	BUL	TRA	female	23	6.1875	Bulgarian/wav/088/BG088_19.wav
BUL064_96_2	BUL064_96	BUL064	BUL	TRA	male	23	7.1875	Bulgarian/wav/064/BG064_96.wav
HRV088_41_2	HRV088_41	HRV088	HRV	TRA	female	35	25.7500625	Croatian/wav/088/CR088_41.wav
BUL021_30_1	BUL021_30	BUL021	BUL	TRA	female	28	6.875	Bulgarian/wav/021/BG021_30.wav
UKR100_23_2	UKR100_23	UKR100	UKR	TRA	male	68	6.0	Ukrainian/wav/100/UA100_23.wav
HRV027_25_3	HRV027_25	HRV027	HRV	TRA	male	24	14.7200625	Croatian/wav/027/CR027_25.wav
BUL105_31_1	BUL105_31	BUL105	BUL	TRA	male	35	5.25	Bulgarian/wav/105/BG105_31.wav
UKR081_29_1	UKR081_29	UKR081	UKR	TRA	female	37	5.6875	Ukrainian/wav/081/UA081_29.wav
BUL097_4_2	BUL097_4	BUL097	BUL	TRA	male	15	9.8125	Bulgarian/wav/097/BG097_4.wav
HRV078_6_3	HRV078_6	HRV078	HRV	TRA	male	42	17.9000625	Croatian/wav/078/CR078_6.wav
BUL114_98_2	BUL114_98	BUL114	BUL	TRA	male	22	8.5	Bulgarian/wav/114/BG114_98.wav
RUS090_80_1	RUS090_80	RUS090	RUS	TRA	male	27	3.925125	Russian/wav/090/RU090_80.wav
RUS008_70_1	RUS008_70	RUS008	RUS	TRA	female	25	3.949125	Russian/wav/008/RU008_70.wav
CZE029_67_1	CZE029_67	CZE029	CZE	TRA	female	19	4.437125	Czech/wav/029/CZ029_67.wav
CZE005_128_1	CZE005_128	CZE005	CZE	TRA	male	28	26.685125	Czech/wav/005/CZ005_128.wav
UKR026_71_1	UKR026_71	UKR026	UKR	TRA	female	38	4.3125	Ukrainian/wav/026/UA026_71.wav
CZE041_119_1	CZE041_119	CZE041	CZE	TRA	female	18	14.37375	Czech/wav/041/CZ041_119.wav
RUS100_116_1	RUS100_116	RUS100	RUS	TRA	female	24	3.729125	Russian/wav/100/RU100_116.wav
UKR109_97_1	UKR109_97	UKR109	UKR	TRA	female	21	3.8125	Ukrainian/wav/109/UA109_97.wav
CZE044_78_1	CZE044_78	CZE044	CZE	TRA	male	20	6.2494375	Czech/wav/044/CZ044_78.wav
HRV083_89_3	HRV083_89	HRV083	HRV	TRA	female	19	17.5000625	Croatian/wav/083/CR083_89.wav
HRV006_30_1	HRV006_30	HRV006	HRV	TRA	female	70	15.1200625	Croatian/wav/006/CR006_30.wav
HRV025_9_2	HRV025_9	HRV025	HRV	TRA	female	72	21.2400625	Croatian/wav/025/CR025_9.wav
POL058_23_2	POL058_23	POL058	POL	TRA		25	10.125	Polish/wav/058/PL058_23.wav
UKR026_25_1	UKR026_25	UKR026	UKR	TRA	female	38	4.125	Ukrainian/wav/026/UA026_25.wav
HRV003_52_3	HRV003_52	HRV003	HRV	TRA	male	65	14.7400625	Croatian/wav/003/CR003_52.wav
POL093_36_1	POL093_36	POL093	POL	TRA		42	11.3125	Polish/wav/093/PL093_36.wav
POL018_86_2	POL018_86	POL018	POL	TRA	male	25	13.3125	Polish/wav/018/PL018_86.wav
UKR001_46_1	UKR001_46	UKR001	UKR	TRA	male	24	3.4375	Ukrainian/wav/001/UA001_46.wav
POL055_48_1	POL055_48	POL055	POL	TRA		43	13.75	Polish/wav/055/PL055_48.wav
BUL083_12_1	BUL083_12	BUL083	BUL	TRA	female	22	7.875	Bulgarian/wav/083/BG083_12.wav
RUS095_82_2	RUS095_82	RUS095	RUS	TRA	male	25	7.550125	Russian/wav/095/RU095_82.wav
RUS096_107_1	RUS096_107	RUS096	RUS	TRA	female	25	13.525125	Russian/wav/096/RU096_107.wav
CZE013_27_1	CZE013_27	CZE013	CZE	TRA	male	21	10.9365625	Czech/wav/013/CZ013_27.wav
BUL062_61_3	BUL062_61	BUL062	BUL	TRA	male	23	12.375	Bulgarian/wav/062/BG062_61.wav
RUS017_93_3	RUS017_93	RUS017	RUS	TRA	male	24	12.985125	Russian/wav/017/RU017_93.wav
BUL085_26_1	BUL085_26	BUL085	BUL	TRA	female	23	16.4375	Bulgarian/wav/085/BG085_26.wav
BUL052_111_3	BUL052_111	BUL052	BUL	TRA	female	45	9.75	Bulgarian/wav/052/BG052_111.wav
POL069_51_2	POL069_51	POL069	POL	TRA		23	8.6875	Polish/wav/069/PL069_51.wav
HRV019_24_2	HRV019_24	HRV019	HRV	TRA	male	47	11.3600625	Croatian/wav/019/CR019_24.wav
POL003_14_2	POL003_14	POL003	POL	TRA	male	40	10.0	Polish/wav/003/PL003_14.wav
HRV077_12_3	HRV077_12	HRV077	HRV	TRA	female	38	10.9000625	Croatian/wav/077/CR077_12.wav
RUS054_2_3	RUS054_2	RUS054	RUS	TRA	female	52	16.939125	Russian/wav/054/RU054_2.wav
CZE010_119_3	CZE010_119	CZE010	CZE	TRA	male	51	14.8111875	Czech/wav/010/CZ010_119.wav
RUS017_54_2	RUS017_54	RUS017	RUS	TRA	male	24	8.165125	Russian/wav/017/RU017_54.wav
POL075_127_1	POL075_127	POL075	POL	TRA		40	7.3125	Polish/wav/075/PL075_127.wav
CZE042_39_2	CZE042_39	CZE042	CZE	TRA	female	22	10.5615625	Czech/wav/042/CZ042_39.wav
CZE004_7_3	CZE004_7	CZE004	CZE	TRA	female	58	9.811625	Czech/wav/004/CZ004_7.wav
CZE017_87_1	CZE017_87	CZE017	CZE	TRA	female	46	4.249625	Czech/wav/017/CZ017_87.wav
UKR115_92_1	UKR115_92	UKR115	UKR	TRA	male	31	6.0	Ukrainian/wav/115/UA115_92.wav
UKR014_6_1	UKR014_6	UKR014	UKR	TRA	female	47	3.5625	Ukrainian/wav/014/UA014_6.wav
BUL060_80_3	BUL060_80	BUL060	BUL	TRA	male	23	10.6875	Bulgarian/wav/060/BG060_80.wav
HRV083_37_3	HRV083_37	HRV083	HRV	TRA	female	19	20.5700625	Croatian/wav/083/CR083_37.wav
RUS081_49_1	RUS081_49	RUS081	RUS	TRA	female	24	8.605125	Russian/wav/081/RU081_49.wav
HRV049_16_2	HRV049_16	HRV049	HRV	TRA	male	22	13.1700625	Croatian/wav/049/CR049_16.wav
CZE048_69_1	CZE048_69	CZE048	CZE	TRA	male	21	4.812125	Czech/wav/048/CZ048_69.wav
POL066_87_2	POL066_87	POL066	POL	TRA		42	8.125	Polish/wav/066/PL066_87.wav
POL039_11_1	POL039_11	POL039	POL	TRA		25	4.4375	Polish/wav/039/PL039_11.wav
UKR069_20_1	UKR069_20	UKR069	UKR	TRA	female	36	3.25	Ukrainian/wav/069/UA069_20.wav
POL007_10_1	POL007_10	POL007	POL	TRA	male	42	6.8125	Polish/wav/007/PL007_10.wav
CZE052_47_1	CZE052_47	CZE052	CZE	TRA	male	22	18.6858125	Czech/wav/052/CZ052_47.wav
UKR117_23_1	UKR117_23	UKR117	UKR	TRA	female	28	3.4375	Ukrainian/wav/117/UA117_23.wav
HRV060_35_3	HRV060_35	HRV060	HRV	TRA	female	19	9.9300625	Croatian/wav/060/CR060_35.wav
BUL078_35_2	BUL078_35	BUL078	BUL	TRA	male	23	14.75	Bulgarian/wav/078/BG078_35.wav
POL003_73_3	POL003_73	POL003	POL	TRA	male	40	9.875	Polish/wav/003/PL003_73.wav
HRV005_5_3	HRV005_5	HRV005	HRV	TRA	female	78	15.4100625	Croatian/wav/005/CR005_5.wav
BUL092_7_1	BUL092_7	BUL092	BUL	TRA	female	28	6.4375	Bulgarian/wav/092/BG092_7.wav
HRV003_80_1	HRV003_80	HRV003	HRV	TRA	male	65	6.4700625	Croatian/wav/003/CR003_80.wav
BUL085_74_3	BUL085_74	BUL085	BUL	TRA	female	23	12.625	Bulgarian/wav/085/BG085_74.wav
UKR052_29_1	UKR052_29	UKR052	UKR	TRA	female	63	3.9375	Ukrainian/wav/052/UA052_29.wav
BUL027_95_1	BUL027_95	BUL027	BUL	TRA	male	59	10.9375	Bulgarian/wav/027/BG027_95.wav
CZE069_44_1	CZE069_44	CZE069	CZE	TRA	female	20	9.0616875	Czech/wav/069/CZ069_44.wav
UKR100_108_1	UKR100_108	UKR100	UKR	TRA	male	68	4.125	Ukrainian/wav/100/UA100_108.wav
CZE074_89_1	CZE074_89	CZE074	CZE	TRA	male	23	6.3744375	Czech/wav/074/CZ074_89.wav
CZE065_80_2	CZE065_80	CZE065	CZE	TRA	male	20	14.6861875	Czech/wav/065/CZ065_80.wav
BUL066_79_3	BUL066_79	BUL066	BUL	TRA	female	57	9.375	Bulgarian/wav/066/BG066_79.wav
HRV066_30_2	HRV066_30	HRV066	HRV	TRA	female	40	6.7000625	Croatian/wav/066/CR066_30.wav
CZE037_133_3	CZE037_133	CZE037	CZE	TRA	male	25	19.1858125	Czech/wav/037/CZ037_133.wav
POL087_78_2	POL087_78	POL087	POL	TRA		22	9.125	Polish/wav/087/PL087_78.wav
UKR096_80_1	UKR096_80	UKR096	UKR	TRA	female	29	3.625	Ukrainian/wav/096/UA096_80.wav
UKR045_75_1	UKR045_75	UKR045	UKR	TRA	female	22	4.8125	Ukrainian/wav/045/UA045_75.wav
RUS043_28_2	RUS043_28	RUS043	RUS	TRA	female	38	8.615125	Russian/wav/043/RU043_28.wav
UKR051_89_1	UKR051_89	UKR051	UKR	TRA	female	30	4.5	Ukrainian/wav/051/UA051_89.wav
BUL077_110_2	BUL077_110	BUL077	BUL	TRA	male	23	12.5	Bulgarian/wav/077/BG077_110.wav
RUS062_42_1	RUS062_42	RUS062	RUS	TRA	male	45	7.249125	Russian/wav/062/RU062_42.wav
RUS039_7_3	RUS039_7	RUS039	RUS	TRA	male	30	15.465125	Russian/wav/039/RU039_7.wav
POL010_91_1	POL010_91	POL010	POL	TRA	female	40	3.875	Polish/wav/010/PL010_91.wav
UKR072_84_1	UKR072_84	UKR072	UKR	TRA	female	32	7.125	Ukrainian/wav/072/UA072_84.wav
HRV059_30_2	HRV059_30	HRV059	HRV	TRA	female	19	14.7300625	Croatian/wav/059/CR059_30.wav
UKR045_94_1	UKR045_94	UKR045	UKR	TRA	female	22	3.1875	Ukrainian/wav/045/UA045_94.wav
HRV006_13_1	HRV006_13	HRV006	HRV	TRA	female	70	17.3100625	Croatian/wav/006/CR006_13.wav
CZE050_119_1	CZE050_119	CZE050	CZE	TRA	female	21	12.998875	Czech/wav/050/CZ050_119.wav
CZE007_117_1	CZE007_117	CZE007	CZE	TRA	male	33	11.0615	Czech/wav/007/CZ007_117.wav
HRV061_28_1	HRV061_28	HRV061	HRV	TRA	female	50	4.1300625	Croatian/wav/061/CR061_28.wav
BUL099_46_3	BUL099_46	BUL099	BUL	TRA	male	28	9.3125	Bulgarian/wav/099/BG099_46.wav
HRV092_50_2	HRV092_50	HRV092	HRV	TRA	male	31	13.2400625	Croatian/wav/092/CR092_50.wav
CZE049_15_3	CZE049_15	CZE049	CZE	TRA	male	22	9.874125	Czech/wav/049/CZ049_15.wav
CZE042_120_2	CZE042_120	CZE042	CZE	TRA	female	22	9.874125	Czech/wav/042/CZ042_120.wav
UKR084_91_1	UKR084_91	UKR084	UKR	TRA	male	37	3.25	Ukrainian/wav/084/UA084_91.wav
UKR011_95_2	UKR011_95	UKR011	UKR	TRA	male	47	8.125	Ukrainian/wav/011/UA011_95.wav
HRV002_44_2	HRV002_44	HRV002	HRV	TRA	female	18	8.4900625	Croatian/wav/002/CR002_44.wav
HRV004_6_3	HRV004_6	HRV004	HRV	TRA	male	43	16.5500625	Croatian/wav/004/CR004_6.wav
RUS021_96_1	RUS021_96	RUS021	RUS	TRA	male	21	12.655125	Russian/wav/021/RU021_96.wav
POL085_90_1	POL085_90	POL085	POL	TRA		51	15.9375	Polish/wav/085/PL085_90.wav
RUS121_138_3	RUS121_138	RUS121	RUS	TRA	female	25	15.0750625	Russian/wav/121/RU121_138.wav
RUS008_14_3	RUS008_14	RUS008	RUS	TRA	female	25	16.485125	Russian/wav/008/RU008_14.wav
HRV014_12_1	HRV014_12	HRV014	HRV	TRA	female	41	17.2000625	Croatian/wav/014/CR014_12.wav
POL016_24_3	POL016_24	POL016	POL	TRA	female	23	14.75	Polish/wav/016/PL016_24.wav
UKR017_92_1	UKR017_92	UKR017	UKR	TRA	female	64	5.0625	Ukrainian/wav/017/UA017_92.wav
BUL072_66_2	BUL072_66	BUL072	BUL	TRA	male	20	8.9375	Bulgarian/wav/072/BG072_66.wav
POL020_67_1	POL020_67	POL020	POL	TRA	male	25	6.625	Polish/wav/020/PL020_67.wav
CZE081_10_1	CZE081_10	CZE081	CZE	TRA	male	48	6.4994375	Czech/wav/081/CZ081_10.wav
HRV081_35_1	HRV081_35	HRV081	HRV	TRA	female	33	3.8000625	Croatian/wav/081/CR081_35.wav
RUS094_57_1	RUS094_57	RUS094	RUS	TRA	female	26	3.219125	Russian/wav/094/RU094_57.wav
POL065_31_1	POL065_31	POL065	POL	TRA		49	9.875	Polish/wav/065/PL065_31.wav
RUS083_11_3	RUS083_11	RUS083	RUS	TRA	male	25	14.539125	Russian/wav/083/RU083_11.wav
CZE019_63_1	CZE019_63	CZE019	CZE	TRA	male	33	7.6868125	Czech/wav/019/CZ019_63.wav
HRV083_64_3	HRV083_64	HRV083	HRV	TRA	female	19	20.2400625	Croatian/wav/083/CR083_64.wav
POL065_75_2	POL065_75	POL065	POL	TRA		49	11.3125	Polish/wav/065/PL065_75.wav
RUS058_34_2	RUS058_34	RUS058	RUS	TRA	male	48	15.055125	Russian/wav/058/RU058_34.wav
UKR097_17_1	UKR097_17	UKR097	UKR	TRA	female	27	3.9375	Ukrainian/wav/097/UA097_17.wav
POL053_50_1	POL053_50	POL053	POL	TRA		49	3.8125	Polish/wav/053/PL053_50.wav
POL084_70_1	POL084_70	POL084	POL	TRA		44	4.0625	Polish/wav/084/PL084_70.wav
UKR044_20_1	UKR044_20	UKR044	UKR	TRA	female	35	3.375	Ukrainian/wav/044/UA044_20.wav
POL093_62_2	POL093_62	POL093	POL	TRA		42	18.5	Polish/wav/093/PL093_62.wav
HRV088_4_1	HRV088_4	HRV088	HRV	TRA	female	35	22.1700625	Croatian/wav/088/CR088_4.wav
CZE025_76_2	CZE025_76	CZE025	CZE	TRA	male	74	8.87425	Czech/wav/025/CZ025_76.wav
UKR097_59_1	UKR097_59	UKR097	UKR	TRA	female	27	4.0	Ukrainian/wav/097/UA097_59.wav
HRV022_42_3	HRV022_42	HRV022	HRV	TRA	female	28	16.9200625	Croatian/wav/022/CR022_42.wav
POL006_86_2	POL006_86	POL006	POL	TRA	male	40	8.0	Polish/wav/006/PL006_86.wav
HRV003_9_2	HRV003_9	HRV003	HRV	TRA	male	65	7.8800625	Croatian/wav/003/CR003_9.wav
POL034_123_2	POL034_123	POL034	POL	TRA		25	6.1875	Polish/wav/034/PL034_123.wav
CZE067_85_2	CZE067_85	CZE067	CZE	TRA	male	21	6.2494375	Czech/wav/067/CZ067_85.wav
RUS115_36_3	RUS115_36	RUS115	RUS	TRA	female	26	12.850125	Russian/wav/115/RU115_36.wav
BUL079_38_1	BUL079_38	BUL079	BUL	TRA	female	22	14.25	Bulgarian/wav/079/BG079_38.wav
HRV017_36_1	HRV017_36	HRV017	HRV	TRA	male	40	7.4300625	Croatian/wav/017/CR017_36.wav
BUL065_25_3	BUL065_25	BUL065	BUL	TRA	female	23	9.0	Bulgarian/wav/065/BG065_25.wav
RUS114_55_1	RUS114_55	RUS114	RUS	TRA	female	21	11.875125	Russian/wav/114/RU114_55.wav
CZE025_30_1	CZE025_30	CZE025	CZE	TRA	male	74	5.6245	Czech/wav/025/CZ025_30.wav
UKR119_15_1	UKR119_15	UKR119	UKR	TRA	female	47	5.625	Ukrainian/wav/119/UA119_15.wav
POL042_50_1	POL042_50	POL042	POL	TRA		36	3.0	Polish/wav/042/PL042_50.wav
RUS086_54_2	RUS086_54	RUS086	RUS	TRA	male	21	7.575125	Russian/wav/086/RU086_54.wav
CZE030_52_1	CZE030_52	CZE030	CZE	TRA	male	21	4.562125	Czech/wav/030/CZ030_52.wav
UKR060_18_1	UKR060_18	UKR060	UKR	TRA	female	50	3.3125	Ukrainian/wav/060/UA060_18.wav
HRV020_1_3	HRV020_1	HRV020	HRV	TRA	male	16	11.2900625	Croatian/wav/020/CR020_1.wav
RUS032_14_1	RUS032_14	RUS032	RUS	TRA	male	25	17.202625	Russian/wav/032/RU032_14.wav
CZE002_42_2	CZE002_42	CZE002	CZE	TRA	female	20	9.686625	Czech/wav/002/CZ002_42.wav
UKR096_51_1	UKR096_51	UKR096	UKR	TRA	female	29	4.5	Ukrainian/wav/096/UA096_51.wav
CZE039_101_3	CZE039_101	CZE039	CZE	TRA	male	20	9.1866875	Czech/wav/039/CZ039_101.wav
HRV029_17_1	HRV029_17	HRV029	HRV	TRA	female	16	4.3400625	Croatian/wav/029/CR029_17.wav
POL085_48_3	POL085_48	POL085	POL	TRA		51	14.125	Polish/wav/085/PL085_48.wav
POL094_13_1	POL094_13	POL094	POL	TRA		25	15.875	Polish/wav/094/PL094_13.wav
POL020_25_3	POL020_25	POL020	POL	TRA	male	25	17.1875	Polish/wav/020/PL020_25.wav
HRV020_49_2	HRV020_49	HRV020	HRV	TRA	male	16	8.2700625	Croatian/wav/020/CR020_49.wav
BUL080_67_2	BUL080_67	BUL080	BUL	TRA	male	25	8.3125	Bulgarian/wav/080/BG080_67.wav
HRV018_33_2	HRV018_33	HRV018	HRV	TRA	male	27	13.1300625	Croatian/wav/018/CR018_33.wav
CZE009_39_1	CZE009_39	CZE009	CZE	TRA	male	22	4.0621875	Czech/wav/009/CZ009_39.wav
POL003_39_1	POL003_39	POL003	POL	TRA	male	40	7.5	Polish/wav/003/PL003_39.wav
HRV014_22_2	HRV014_22	HRV014	HRV	TRA	female	41	24.4000625	Croatian/wav/014/CR014_22.wav
HRV059_17_3	HRV059_17	HRV059	HRV	TRA	female	19	10.2600625	Croatian/wav/059/CR059_17.wav
HRV083_91_3	HRV083_91	HRV083	HRV	TRA	female	19	22.0700625	Croatian/wav/083/CR083_91.wav
CZE057_67_1	CZE057_67	CZE057	CZE	TRA	female	48	5.1245625	Czech/wav/057/CZ057_67.wav
UKR100_74_1	UKR100_74	UKR100	UKR	TRA	male	68	5.75	Ukrainian/wav/100/UA100_74.wav
POL035_84_1	POL035_84	POL035	POL	TRA		49	9.1875	Polish/wav/035/PL035_84.wav
CZE075_50_3	CZE075_50	CZE075	CZE	TRA	male	22	13.4988125	Czech/wav/075/CZ075_50.wav
POL019_35_1	POL019_35	POL019	POL	TRA	male	23	15.625	Polish/wav/019/PL019_35.wav
HRV016_19_2	HRV016_19	HRV016	HRV	TRA	male	37	18.2300625	Croatian/wav/016/CR016_19.wav
HRV089_3_3	HRV089_3	HRV089	HRV	TRA	female	16	22.3700625	Croatian/wav/089/CR089_3.wav
BUL114_31_3	BUL114_31	BUL114	BUL	TRA	male	22	17.5	Bulgarian/wav/114/BG114_31.wav
BUL112_6_2	BUL112_6	BUL112	BUL	TRA	female	23	14.6875	Bulgarian/wav/112/BG112_6.wav
POL059_66_1	POL059_66	POL059	POL	TRA		40	7.5625	Polish/wav/059/PL059_66.wav
UKR067_35_1	UKR067_35	UKR067	UKR	TRA	female	55	4.4375	Ukrainian/wav/067/UA067_35.wav
POL079_61_1	POL079_61	POL079	POL	TRA		49	8.0625	Polish/wav/079/PL079_61.wav
HRV089_2_3	HRV089_2	HRV089	HRV	TRA	female	16	15.4000625	Croatian/wav/089/CR089_2.wav
UKR073_49_1	UKR073_49	UKR073	UKR	TRA	male	26	4.5	Ukrainian/wav/073/UA073_49.wav
UKR008_19_1	UKR008_19	UKR008	UKR	TRA	female	17	4.0	Ukrainian/wav/008/UA008_19.wav
POL075_96_1	POL075_96	POL075	POL	TRA		40	10.625	Polish/wav/075/PL075_96.wav
POL088_94_2	POL088_94	POL088	POL	TRA		40	24.6875	Polish/wav/088/PL088_94.wav
UKR056_4_1	UKR056_4	UKR056	UKR	TRA	male	20	3.875	Ukrainian/wav/056/UA056_4.wav
BUL101_39_1	BUL101_39	BUL101	BUL	TRA	female	49	5.625	Bulgarian/wav/101/BG101_39.wav
CZE054_45_3	CZE054_45	CZE054	CZE	TRA	male	23	11.5615	Czech/wav/054/CZ054_45.wav
BUL049_109_3	BUL049_109	BUL049	BUL	TRA	male	48	14.125	Bulgarian/wav/049/BG049_109.wav
RUS058_60_3	RUS058_60	RUS058	RUS	TRA	male	48	13.425125	Russian/wav/058/RU058_60.wav
HRV079_25_2	HRV079_25	HRV079	HRV	TRA	female	23	10.4900625	Croatian/wav/079/CR079_25.wav
BUL097_15_1	BUL097_15	BUL097	BUL	TRA	male	15	8.4375	Bulgarian/wav/097/BG097_15.wav
POL062_77_3	POL062_77	POL062	POL	TRA		51	17.5	Polish/wav/062/PL062_77.wav
HRV079_2_1	HRV079_2	HRV079	HRV	TRA	female	23	9.3400625	Croatian/wav/079/CR079_2.wav
UKR022_12_1	UKR022_12	UKR022	UKR	TRA	female	17	3.875	Ukrainian/wav/022/UA022_12.wav
RUS055_68_2	RUS055_68	RUS055	RUS	TRA	female	50	15.975125	Russian/wav/055/RU055_68.wav
POL008_100_3	POL008_100	POL008	POL	TRA	male	53	9.375	Polish/wav/008/PL008_100.wav
HRV071_20_1	HRV071_20	HRV071	HRV	TRA	female	31	5.6900625	Croatian/wav/071/CR071_20.wav
HRV019_50_2	HRV019_50	HRV019	HRV	TRA	male	47	10.7900625	Croatian/wav/019/CR019_50.wav
POL055_46_2	POL055_46	POL055	POL	TRA		43	6.6875	Polish/wav/055/PL055_46.wav
POL024_79_1	POL024_79	POL024	POL	TRA	female	36	3.75	Polish/wav/024/PL024_79.wav
HRV017_33_2	HRV017_33	HRV017	HRV	TRA	male	40	9.8200625	Croatian/wav/017/CR017_33.wav
CZE038_37_1	CZE038_37	CZE038	CZE	TRA	male	21	6.1245	Czech/wav/038/CZ038_37.wav
POL022_87_1	POL022_87	POL022	POL	TRA	female	43	8.0	Polish/wav/022/PL022_87.wav
BUL021_58_1	BUL021_58	BUL021	BUL	TRA	female	28	5.375	Bulgarian/wav/021/BG021_58.wav
HRV004_25_1	HRV004_25	HRV004	HRV	TRA	male	43	12.1100625	Croatian/wav/004/CR004_25.wav
HRV010_7_3	HRV010_7	HRV010	HRV	TRA	male	25	13.0300625	Croatian/wav/010/CR010_7.wav
UKR085_8_1	UKR085_8	UKR085	UKR	TRA	male	67	3.0625	Ukrainian/wav/085/UA085_8.wav
POL071_15_1	POL071_15	POL071	POL	TRA		49	13.125	Polish/wav/071/PL071_15.wav
RUS073_38_1	RUS073_38	RUS073	RUS	TRA	male	50	13.325125	Russian/wav/073/RU073_38.wav
RUS101_118_1	RUS101_118	RUS101	RUS	TRA	female	19	16.925125	Russian/wav/101/RU101_118.wav
